NumOfReceived,PRR,packetLoss,PLR,throughput,IPI,Density,COR
2648,0.2936349523,6370,0.7063650477,60539.2266411,2,7,0
2859,0.29865246,6714,0.70134754,65377.7560589,2,7,0
2333,0.3106524634,5177,0.6893475366,53337.6192423,2,7,0
2395,0.3140571728,5231,0.6859428272,58350.6832207,2,7,0
2881,0.3177456711,6186,0.6822543289,65866.1298916,2,7,0
3119,0.3111221945,6906,0.6888778055,78127.5831699,2,7,0
2500,0.2982225933,5883,0.7017774067,58972.5773977,2,7,0
2756,0.2943501015,6607,0.7056498985,63008.3491778,256,10,0
834,0.3084319527,1870,0.6915680473,19182.7416048,256,10,0
144,1,0,0,3373.50814509,256,10,0
144,1,0,0,3373.50814509,256,10,0
288,1,0,0,-54.5348823698,256,10,0
144,1,0,0,3373.50814509,256,10,0
144,1,0,0,3373.50814509,256,10,0
144,1,0,0,3373.50814509,256,10,0
144,1,0,0,3373.50814509,256,10,0
144,1,0,0,3373.50814509,256,10,0
144,1,0,0,3373.50814509,256,10,0
144,1,0,0,3373.50814509,256,10,0
144,1,0,0,3373.50814509,256,10,0
144,1,0,0,3373.50814509,256,10,0
144,1,0,0,3374.28006571,256,10,0
142,1,0,0,3327.4150648,256,10,0
140,0.9589041096,6,0.0410958904,3280.55006389,256,10,0
176,0.8934010152,21,0.1065989848,4024.65374829,128,10,0
254,0.9103942652,25,0.0896057348,5812.2007017,128,10,0
266,0.9333333333,19,0.0666666667,6081.35735896,128,10,0
266,0.9466192171,15,0.0533807829,6082.71532412,128,10,0
275,0.9717314488,8,0.0282685512,6288.5214817,128,10,0
278,0.9893238434,3,0.0106761566,6355.70430749,128,10,0
275,0.9856630824,4,0.0143369176,6288.5214817,128,10,0
278,0.9928571429,2,0.0071428571,6357.12353423,128,10,0
270,0.9608540925,11,0.0391459075,6174.18472749,128,10,0
261,0.9190140845,23,0.0809859155,5968.37856991,128,10,0
260,0.9219858156,22,0.0780141844,5945.51121907,128,10,0
272,0.9645390071,10,0.0354609929,6218.53083322,128,10,0
276,0.9857142857,4,0.0142857143,6309.97981607,128,10,0
280,1,0,0,6402.85823592,128,10,0
280,1,0,0,6402.85823592,128,10,0
280,1,0,0,6402.85823592,128,10,0
280,1,0,0,6402.85823592,128,10,0
307,0.9715189873,9,0.0284810127,7018.70943309,128,10,0
543,0.9443478261,32,0.0556521739,12545.8396794,64,10,0
